team_id,team_name,season_id,season_name,season_year,matches_played,avg_possession_pct,total_accurate_passes,total_passes,accurate_passes_per_game,total_passes_per_game,pass_accuracy_pct,total_accurate_long_balls,accurate_long_balls_per_game,total_accurate_crosses,accurate_crosses_per_game,total_final_third_entries,final_third_entries_per_game,total_touches_in_box,touches_in_box_per_game,total_dispossessed,dispossessed_per_game,total_throw_ins,throw_ins_per_game,total_goal_kicks,goal_kicks_per_game
7691,Jagiellonia Białystok,76477,Ekstraklasa 25/26,25/26,15,58.9,6163,7310,410.9,487.3,84.3,252,16.80,75,5.00,775,51.67,384,25.60,143,9.53,237,15.80,102,6.80
7918,Piast Gliwice,76477,Ekstraklasa 25/26,25/26,15,58.7,5838,6867,389.2,457.8,85.0,319,21.27,72,4.80,798,53.20,356,23.73,90,6.00,266,17.73,93,6.20
3121,Lech Poznań,76477,Ekstraklasa 25/26,25/26,16,57.7,6145,7289,384.1,455.6,84.3,387,24.19,64,4.00,979,61.19,413,25.81,111,6.94,275,17.19,117,7.31
3106,Legia Warszawa,76477,Ekstraklasa 25/26,25/26,16,56.9,5846,7044,365.4,440.3,83.0,371,23.19,98,6.13,1029,64.31,465,29.06,126,7.88,284,17.75,76,4.75
35268,Raków Częstochowa,76477,Ekstraklasa 25/26,25/26,16,54.6,5596,6706,349.8,419.1,83.4,350,21.88,87,5.44,733,45.81,380,23.75,121,7.56,240,15.00,97,6.06
3117,Pogoń Szczecin,76477,Ekstraklasa 25/26,25/26,17,52.4,5521,6853,324.8,403.1,80.6,363,21.35,90,5.29,889,52.29,480,28.24,95,5.59,322,18.94,124,7.29
7915,Motor Lublin,76477,Ekstraklasa 25/26,25/26,16,51.5,5013,6019,313.3,376.2,83.3,251,15.69,65,4.06,647,40.44,379,23.69,128,8.00,233,14.56,140,8.75
7913,KS Lechia Gdańsk,76477,Ekstraklasa 25/26,25/26,17,49.3,4702,5952,276.6,350.1,79.0,281,16.53,84,4.94,856,50.35,369,21.71,76,4.47,329,19.35,105,6.18
3110,Górnik Zabrze,76477,Ekstraklasa 25/26,25/26,17,49.0,5578,6601,328.1,388.3,84.5,422,24.82,73,4.29,769,45.24,425,25.00,118,6.94,291,17.12,102,6.00
7295,Radomiak Radom,76477,Ekstraklasa 25/26,25/26,17,48.9,4668,5760,274.6,338.8,81.0,340,20.00,71,4.18,716,42.12,343,20.18,110,6.47,273,16.06,120,7.06
4901,Cracovia,76477,Ekstraklasa 25/26,25/26,16,48.2,4691,5951,293.2,371.9,78.8,291,18.19,62,3.88,779,48.69,279,17.44,97,6.06,269,16.81,112,7.00
3115,Widzew Łódź,76477,Ekstraklasa 25/26,25/26,17,47.8,4607,5749,271.0,338.2,80.1,373,21.94,45,2.65,741,43.59,356,20.94,110,6.47,260,15.29,126,7.41
3112,GKS Katowice,76477,Ekstraklasa 25/26,25/26,16,47.1,4585,5800,286.6,362.5,79.1,361,22.56,68,4.25,748,46.75,348,21.75,93,5.81,297,18.56,120,7.50
36851,Bruk-Bet Termalica Nieciecza,76477,Ekstraklasa 25/26,25/26,17,46.8,4744,6015,279.1,353.8,78.9,391,23.00,74,4.35,826,48.59,338,19.88,137,8.06,284,16.71,132,7.76
5064,MZKS Arka Gdynia,76477,Ekstraklasa 25/26,25/26,17,45.8,4397,5535,258.6,325.6,79.4,288,16.94,61,3.59,709,41.71,248,14.59,110,6.47,273,16.06,141,8.29
5065,MKS Korona Kielce,76477,Ekstraklasa 25/26,25/26,17,45.8,4276,5508,251.5,324.0,77.6,349,20.53,80,4.71,809,47.59,435,25.59,119,7.00,274,16.12,130,7.65
3122,Wisła Płock,76477,Ekstraklasa 25/26,25/26,16,42.9,4323,5404,270.2,337.8,80.0,385,24.06,66,4.13,704,44.00,291,18.19,82,5.13,233,14.56,118,7.38
3113,Zagłębie Lubin,76477,Ekstraklasa 25/26,25/26,16,40.0,3481,4720,217.6,295.0,73.8,370,23.13,68,4.25,693,43.31,325,20.31,105,6.56,260,16.25,125,7.81
3121,Lech Poznań,61236,Ekstraklasa 24/25,24/25,33,59.1,14014,16617,424.7,503.5,84.3,677,20.52,145,4.39,1812,54.91,932,28.24,249,7.55,615,18.64,255,7.73
3110,Górnik Zabrze,61236,Ekstraklasa 24/25,24/25,32,56.8,14332,16734,447.9,522.9,85.6,1107,34.59,114,3.56,1612,50.38,725,22.66,214,6.69,542,16.94,259,8.09
3117,Pogoń Szczecin,61236,Ekstraklasa 24/25,24/25,33,55.9,12254,14928,371.3,452.4,82.1,830,25.15,188,5.70,1836,55.64,897,27.18,212,6.42,635,19.24,228,6.91
3106,Legia Warszawa,61236,Ekstraklasa 24/25,24/25,33,53.8,11804,14473,357.7,438.6,81.6,663,20.09,165,5.00,1836,55.64,1045,31.67,323,9.79,628,19.03,238,7.21
7691,Jagiellonia Białystok,61236,Ekstraklasa 24/25,24/25,33,53.8,12334,14878,373.8,450.8,82.9,687,20.82,135,4.09,1844,55.88,964,29.21,249,7.55,585,17.73,250,7.58
35268,Raków Częstochowa,61236,Ekstraklasa 24/25,24/25,33,52.3,11044,13607,334.7,412.3,81.2,760,23.03,174,5.27,1679,50.88,799,24.21,264,8.00,613,18.58,233,7.06
3115,Widzew Łódź,61236,Ekstraklasa 24/25,24/25,33,49.5,11046,13481,334.7,408.5,81.9,697,21.12,137,4.15,1564,47.39,653,19.79,276,8.36,622,18.85,260,7.88
38732,Stal Mielec,61236,Ekstraklasa 24/25,24/25,33,49.0,10932,13623,331.3,412.8,80.2,818,24.79,204,6.18,1579,47.85,757,22.94,274,8.30,639,19.36,280,8.48
3112,GKS Katowice,61236,Ekstraklasa 24/25,24/25,33,48.5,10626,13362,322.0,404.9,79.5,808,24.48,171,5.18,1526,46.24,814,24.67,262,7.94,552,16.73,322,9.76
7918,Piast Gliwice,61236,Ekstraklasa 24/25,24/25,33,48.4,10901,13838,330.3,419.3,78.8,781,23.67,146,4.42,1854,56.18,726,22.00,236,7.15,612,18.55,225,6.82
7913,KS Lechia Gdańsk,61236,Ekstraklasa 24/25,24/25,32,48.3,9691,12271,302.8,383.5,79.0,713,22.28,109,3.41,1757,54.91,760,23.75,204,6.38,692,21.63,258,8.06
3108,Śląsk Wrocław,61236,Ekstraklasa 24/25,24/25,33,48.2,9443,11984,286.2,363.2,78.8,788,23.88,155,4.70,1628,49.33,779,23.61,279,8.45,605,18.33,232,7.03
7295,Radomiak Radom,61236,Ekstraklasa 24/25,24/25,33,47.8,9255,11936,280.5,361.7,77.5,778,23.58,199,6.03,1573,47.67,768,23.27,242,7.33,623,18.88,279,8.45
7915,Motor Lublin,61236,Ekstraklasa 24/25,24/25,32,47.8,10402,12837,325.1,401.2,81.0,540,16.88,140,4.38,1632,51.00,722,22.56,227,7.09,609,19.03,247,7.72
5065,MKS Korona Kielce,61236,Ekstraklasa 24/25,24/25,33,47.1,9122,11824,276.4,358.3,77.1,694,21.03,142,4.30,1717,52.03,688,20.85,293,8.88,605,18.33,278,8.42
4901,Cracovia,61236,Ekstraklasa 24/25,24/25,33,47.0,9663,12377,292.8,375.1,78.1,726,22.00,165,5.00,1760,53.33,705,21.36,250,7.58,627,19.00,254,7.70
3113,Zagłębie Lubin,61236,Ekstraklasa 24/25,24/25,33,46.3,9187,12015,278.4,364.1,76.5,748,22.67,166,5.03,1707,51.73,789,23.91,233,7.06,635,19.24,263,7.97
38729,Puszcza Niepołomice,61236,Ekstraklasa 24/25,24/25,32,40.1,6472,9101,202.3,284.4,71.1,856,26.75,146,4.56,1670,52.19,700,21.88,181,5.66,514,16.06,316,9.88
3121,Lech Poznań,52176,Ekstraklasa 23/24,23/24,32,59.0,13307,15883,415.8,496.3,83.8,1015,31.72,146,4.56,1921,60.03,41,1.28,259,8.09,635,19.84,246,7.69
7691,Jagiellonia Białystok,52176,Ekstraklasa 23/24,23/24,32,57.9,13749,16276,429.7,508.6,84.5,713,22.28,139,4.34,1783,55.72,133,4.16,224,7.00,587,18.34,218,6.81
3106,Legia Warszawa,52176,Ekstraklasa 23/24,23/24,33,56.8,12909,15610,391.2,473.0,82.7,753,22.82,184,5.58,2009,60.88,63,1.91,274,8.30,682,20.67,236,7.15
35268,Raków Częstochowa,52176,Ekstraklasa 23/24,23/24,33,55.9,12209,15055,370.0,456.2,81.1,850,25.76,164,4.97,1946,58.97,78,2.36,265,8.03,682,20.67,206,6.24
3117,Pogoń Szczecin,52176,Ekstraklasa 23/24,23/24,32,55.8,12529,15288,391.5,477.8,82.0,859,26.84,182,5.69,1933,60.41,81,2.53,207,6.47,651,20.34,222,6.94
3115,Widzew Łódź,52176,Ekstraklasa 23/24,23/24,32,52.7,11723,14402,366.3,450.1,81.4,767,23.97,151,4.72,1860,58.13,48,1.50,234,7.31,700,21.88,239,7.47
3113,Zagłębie Lubin,52176,Ekstraklasa 23/24,23/24,32,50.2,11671,14383,364.7,449.5,81.1,859,26.84,147,4.59,1665,52.03,55,1.72,235,7.34,603,18.84,231,7.22
7918,Piast Gliwice,52176,Ekstraklasa 23/24,23/24,32,50.0,10346,13142,323.3,410.7,78.7,768,24.00,144,4.50,1912,59.75,36,1.13,221,6.91,666,20.81,219,6.84
5065,MKS Korona Kielce,52176,Ekstraklasa 23/24,23/24,33,49.4,9496,12540,287.8,380.0,75.7,1017,30.82,146,4.42,1931,58.52,78,2.36,227,6.88,774,23.45,241,7.30
3110,Górnik Zabrze,52176,Ekstraklasa 23/24,23/24,32,49.3,10813,13347,337.9,417.1,81.0,1061,33.16,101,3.16,1555,48.59,64,2.00,190,5.94,594,18.56,317,9.91
38732,Stal Mielec,52176,Ekstraklasa 23/24,23/24,32,48.7,10871,13784,339.7,430.8,78.9,815,25.47,116,3.63,1652,51.63,54,1.69,240,7.50,650,20.31,327,10.22
3123,ŁKS Łódź,52176,Ekstraklasa 23/24,23/24,32,48.6,10340,12932,323.1,404.1,80.0,847,26.47,94,2.94,1584,49.50,35,1.09,265,8.28,628,19.63,293,9.16
7295,Radomiak Radom,52176,Ekstraklasa 23/24,23/24,32,48.6,8914,11531,278.6,360.3,77.3,796,24.88,189,5.91,1711,53.47,38,1.19,212,6.63,644,20.13,238,7.44
3105,Ruch Chorzów,52176,Ekstraklasa 23/24,23/24,32,47.8,9121,11984,285.0,374.5,76.1,780,24.38,150,4.69,1602,50.06,53,1.66,213,6.66,716,22.38,290,9.06
4901,Cracovia,52176,Ekstraklasa 23/24,23/24,33,44.8,8878,11730,269.0,355.5,75.7,871,26.39,166,5.03,1870,56.67,97,2.94,211,6.39,680,20.61,272,8.24
3108,Śląsk Wrocław,52176,Ekstraklasa 23/24,23/24,32,44.4,9067,11648,283.3,364.0,77.8,1001,31.28,121,3.78,1673,52.28,81,2.53,270,8.44,582,18.19,286,8.94
7922,Warta Poznań,52176,Ekstraklasa 23/24,23/24,32,41.7,7683,10874,240.1,339.8,70.7,753,23.53,123,3.84,1929,60.28,68,2.13,230,7.19,688,21.50,240,7.50
38729,Puszcza Niepołomice,52176,Ekstraklasa 23/24,23/24,32,38.0,5830,8594,182.2,268.6,67.8,795,24.84,161,5.03,1581,49.41,79,2.47,188,5.88,606,18.94,314,9.81
3121,Lech Poznań,42004,Ekstraklasa 22/23,22/23,33,60.3,14387,17072,436.0,517.3,84.3,1163,35.24,130,3.94,2061,62.45,0,0.00,267,8.09,665,20.15,226,6.85
3106,Legia Warszawa,42004,Ekstraklasa 22/23,22/23,33,58.7,13510,16255,409.4,492.6,83.1,899,27.24,178,5.39,1808,54.79,0,0.00,266,8.06,630,19.09,229,6.94
3117,Pogoń Szczecin,42004,Ekstraklasa 22/23,22/23,33,58.1,13222,16190,400.7,490.6,81.7,867,26.27,138,4.18,1965,59.55,0,0.00,311,9.42,763,23.12,249,7.55
3122,Wisła Płock,42004,Ekstraklasa 22/23,22/23,32,55.0,11779,14706,368.1,459.6,80.1,853,26.66,126,3.94,1725,53.91,0,0.00,207,6.47,716,22.38,303,9.47
3110,Górnik Zabrze,42004,Ekstraklasa 22/23,22/23,33,54.6,12464,15554,377.7,471.3,80.1,1058,32.06,149,4.52,2004,60.73,0,0.00,252,7.64,702,21.27,267,8.09
35268,Raków Częstochowa,42004,Ekstraklasa 22/23,22/23,33,53.5,11627,14590,352.3,442.1,79.7,884,26.79,150,4.55,1979,59.97,0,0.00,306,9.27,659,19.97,187,5.67
7913,KS Lechia Gdańsk,42004,Ekstraklasa 22/23,22/23,33,52.5,11338,14097,343.6,427.2,80.4,850,25.76,156,4.73,1757,53.24,0,0.00,284,8.61,705,21.36,289,8.76
3115,Widzew Łódź,42004,Ekstraklasa 22/23,22/23,32,49.2,10340,13178,323.1,411.8,78.5,824,25.75,166,5.19,1615,50.47,0,0.00,256,8.00,660,20.63,309,9.66
38732,Stal Mielec,42004,Ekstraklasa 22/23,22/23,33,49.0,10368,13499,314.2,409.1,76.8,819,24.82,132,4.00,1757,53.24,0,0.00,245,7.42,703,21.30,302,9.15
3108,Śląsk Wrocław,42004,Ekstraklasa 22/23,22/23,33,47.6,10141,13059,307.3,395.7,77.7,997,30.21,114,3.45,1781,53.97,0,0.00,276,8.36,684,20.73,260,7.88
3113,Zagłębie Lubin,42004,Ekstraklasa 22/23,22/23,33,47.3,9905,12875,300.2,390.2,76.9,802,24.30,152,4.61,1842,55.82,0,0.00,226,6.85,725,21.97,294,8.91
7691,Jagiellonia Białystok,42004,Ekstraklasa 22/23,22/23,32,47.0,9211,12230,287.8,382.2,75.3,762,23.81,118,3.69,1588,49.63,0,0.00,260,8.13,654,20.44,304,9.50
7295,Radomiak Radom,42004,Ekstraklasa 22/23,22/23,33,46.5,8686,11625,263.2,352.3,74.7,963,29.18,169,5.12,1924,58.30,0,0.00,230,6.97,704,21.33,271,8.21
7918,Piast Gliwice,42004,Ekstraklasa 22/23,22/23,33,45.5,9559,12610,289.7,382.1,75.8,846,25.64,149,4.52,1905,57.73,0,0.00,224,6.79,684,20.73,246,7.45
7922,Warta Poznań,42004,Ekstraklasa 22/23,22/23,32,45.5,9393,12508,293.5,390.9,75.1,767,23.97,128,4.00,1860,58.13,0,0.00,230,7.19,596,18.63,237,7.41
4901,Cracovia,42004,Ekstraklasa 22/23,22/23,32,44.9,8515,11408,266.1,356.5,74.6,870,27.19,166,5.19,1786,55.81,0,0.00,220,6.88,675,21.09,283,8.84
35330,Miedź Legnica,42004,Ekstraklasa 22/23,22/23,33,43.3,8993,12073,272.5,365.8,74.5,846,25.64,130,3.94,1813,54.94,0,0.00,236,7.15,713,21.61,280,8.48
5065,MKS Korona Kielce,42004,Ekstraklasa 22/23,22/23,32,40.9,6929,9742,216.5,304.4,71.1,806,25.19,169,5.28,1654,51.69,0,0.00,246,7.69,731,22.84,264,8.25
3121,Lech Poznań,37062,Ekstraklasa 21/22,21/22,32,56.1,12454,15401,389.2,481.3,80.9,1159,36.22,135,4.22,2122,66.31,0,0.00,243,7.59,657,20.53,201,6.28
3106,Legia Warszawa,37062,Ekstraklasa 21/22,21/22,33,55.9,12522,15606,379.5,472.9,80.2,882,26.73,198,6.00,2032,61.58,0,0.00,276,8.36,687,20.82,215,6.52
3117,Pogoń Szczecin,37062,Ekstraklasa 21/22,21/22,33,55.0,11652,14658,353.1,444.2,79.5,847,25.67,180,5.45,1956,59.27,0,0.00,273,8.27,706,21.39,231,7.00
7913,KS Lechia Gdańsk,37062,Ekstraklasa 21/22,21/22,33,54.2,11242,14301,340.7,433.4,78.6,886,26.85,167,5.06,1825,55.30,0,0.00,258,7.82,735,22.27,262,7.94
3111,Wisła Kraków,37062,Ekstraklasa 21/22,21/22,33,53.4,11260,14493,341.2,439.2,77.7,951,28.82,127,3.85,1983,60.09,0,0.00,268,8.12,846,25.64,274,8.30
3110,Górnik Zabrze,37062,Ekstraklasa 21/22,21/22,32,51.8,10945,14285,342.0,446.4,76.6,1072,33.50,115,3.59,1837,57.41,0,0.00,231,7.22,713,22.28,251,7.84
36851,Bruk-Bet Termalica Nieciecza,37062,Ekstraklasa 21/22,21/22,33,51.8,10169,13225,308.2,400.8,76.9,923,27.97,164,4.97,1848,56.00,0,0.00,230,6.97,685,20.76,290,8.79
3122,Wisła Płock,37062,Ekstraklasa 21/22,21/22,33,50.5,10120,13356,306.7,404.7,75.8,861,26.09,138,4.18,1664,50.42,0,0.00,277,8.39,701,21.24,324,9.82
4901,Cracovia,37062,Ekstraklasa 21/22,21/22,33,49.1,9196,12436,278.7,376.8,73.9,913,27.67,162,4.91,1815,55.00,0,0.00,228,6.91,766,23.21,313,9.48
35268,Raków Częstochowa,37062,Ekstraklasa 21/22,21/22,33,48.9,9905,12854,300.2,389.5,77.1,749,22.70,172,5.21,1902,57.64,0,0.00,336,10.18,658,19.94,245,7.42
3113,Zagłębie Lubin,37062,Ekstraklasa 21/22,21/22,32,48.8,9663,12756,302.0,398.6,75.8,697,21.78,155,4.84,1781,55.66,0,0.00,279,8.72,759,23.72,259,8.09
